Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
HITMLJWR;journalArticle;2019;"Chiarore, A.; Bertocci, I.; Fioretti, S.; Meccariello, A.; Saccone, G.; Crocetta, F.; Patti, F.P.";Syntopic Cystoseira taxa support different molluscan assemblages in the Gulf of Naples (southern Tyrrhenian Sea);Marine and Freshwater Research;;13231650 (ISSN);10.1071/MF18455;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066998324&doi=10.1071%2fMF18455&partnerID=40&md5=d013efce2ea95d6cabc551d18c54d26c;Brown macroalgae belonging to the genus Cystoseira (Fucales: Sargassaceae) are canopy-forming organisms the recent decline of which at a basin and local scale has been widely documented, which urgently calls for research to fill knowledge gaps and support new and effective measures for protection. We, hereby, characterised the molluscan assemblages associated with three Cystoseira taxa (C. amentacea, C. compressa and C. crinita) from Ischia Island (Italy, Tyrrhenian Sea), and tested whether different congeneric taxa may syntopically support a different biota. In particular, these assemblages were compared among three Cystoseira species, between two times of sampling (June-July 2015 and June-July 2016), and among six sites in terms of multivariate structure (identity and relative abundances of constituting taxa combined, and presence-absence composition), as well as for synthetic measures of diversity, including the total richness of taxa, the exponential Shannon index and the reciprocal Simpson index. In total, 24 736 molluscan individuals were collected, overall belonging to 52 taxa. The majority of the identified species included micrograzers and filter feeders, which is in agreement with similar previous studies. The composition of associated molluscan assemblages, which was mainly represented by juvenile individuals, differed among the three Cystoseira species, suggesting that even congeneric taxa do not support an analogous benthic fauna. The present findings have shed light on the molluscan biota associated with Cystoseira taxa in the Gulf of Naples and strengthened the importance of such habitat-forming macroalgae in structuring the local infralittoral invertebrate biodiversity and as a nursery for species-specific associated molluscs. © 2019 CSIRO.;2019;2023-07-04 07:34:49;2024-01-24 09:23:10;;1561-1575;;11;70;;Mar. Freshw. Res.;;;;;;;;English;;;Scopus;;;;;;;"algae; Mollusca; brown alga; Mediterranean Sea; intertidal environment; species diversity; juvenile; macroalga; Cystoseira; Fucales; mollusc; canopy-forming algae; Cystoseira crinita; Cystoseira compressa; Gulf of Naples; nursery ground; algae-specific assemblages; infralittoral fringe; nursery area; Italy; filter feeder; Invertebrata; Tyrrhenian Sea; conspecific; Campania [Italy]; Napoli [Campania]; Cystoseira amentacea; canopy architecture; Ischia; Sargassaceae; COMMUNITIES; IMPACTS; PATTERNS; SEAWEEDS; COAST; CANOPY ALGAE; FAUNA; FUCALES; SPATIAL VARIABILITY; SPATIOTEMPORAL DISTRIBUTION; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TK66PKU9;journalArticle;2018;"Gress, E.; Arroyo-Gerez, M.J.; Wright, G.; Andradi-Brown, D.A.";Assessing mesophotic coral ecosystems inside and outside a Caribbean marine protected area;Royal Society Open Science;;20545703 (ISSN);10.1098/rsos.180835;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056781791&doi=10.1098%2frsos.180835&partnerID=40&md5=80f910cb6c540b538b6255845284d15a;"Widespread shallow coral reef loss has led to calls for more holistic approaches to coral reef management, requiring inclusion of ecosystems interacting with shallow coral reefs in management plans. Yet, almost all current reef management is biased towards shallow reefs, and overlooks that coral reefs extend beyond shallow waters to mesophotic coral ecosystems (MCEs; 30-150 m). We present the first detailed quantitative characterization of MCEs off Cozumel, Mexico, on the northern Mesoamerican Reef in the Mexican Caribbean, and provide insights into their general state. We documented MCE biodiversity, and assessed whether MCEs adjacent to a major town and port, where coastal development has caused shallow reef damage, have similar benthic and fish communities to MCEs within a National Park. Our results show that overall MCE communities are similar regardless of protection, though some taxa-specific differences exist in benthic communities between sites within the MPA and areas outside. Regardless of protection and location, and in contrast to shallow reefs, all observed Cozumel MCEs were continuous reefs with the main structural habitat complexity provided by calcareous macroalgae, sponges, gorgonians and black corals. Hard corals were present on MCEs, although at low abundance. We found that 42.5% of fish species recorded on Cozumel could be found on both shallow reefs and MCEs, including 39.6% of commercially valuable fish species. These results suggest that MCEs could play an important role in supporting fish populations. However, regardless of protection and depth, we found few large-body fishes (greater than 500 mm), which were nearly absent at all studied sites. Cozumel MCEs contain diverse benthic and fish assemblages, including commercially valuable fisheries species and ecosystem engineers, such as black corals. Because of their inherent biodiversity and identified threats, MCEs should be incorporated into shallow-reef-focused Cozumel National Park management plan. © 2018 The Authors.";2018;2023-07-04 07:34:50;2024-01-24 14:54:28;;;;10;5;;R. Soc. Open Sci.;;;;;;;;English;;;Scopus;;;;;;;"Marine protected areas; marine protected areas; Cozumel; Mexico; Mesophotic coral ecosystems; Deep reef conservation; Deep reef refugia; IMPACTS; ECOLOGY; COMMUNITY STRUCTURE; REEF; CONNECTIVITY; BLACK CORAL; deep reef conservation; deep reef refugia; mesophotic oral ecosystems; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43N9JXSL;journalArticle;2018;"Castorani, M.C.N.; Reed, D.C.; Miller, R.J.";Loss of foundation species: disturbance frequency outweighs severity in structuring kelp forest communities;Ecology;;00129658 (ISSN);10.1002/ecy.2485;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055755968&doi=10.1002%2fecy.2485&partnerID=40&md5=bfbcdcd9c7edf550d9943515ef7eaa9e;Disturbances often cause the disproportionate loss of foundation species but understanding how the frequency and severity of disturbance to such organisms influence biological communities remains unresolved. This gap in knowledge exists in part because of the rarity of ecologically meaningful studies capable of disentangling different elements of disturbance. Hence, we carried out a long-term (9 yr), large-scale (2,000 m2 plots), spatially replicated (4 sites) field experiment in which we manipulated disturbance to a globally distributed marine foundation species, the giant kelp Macrocystis pyrifera, and tracked community responses over time. To distinguish the effects of disturbance frequency and severity on the biodiversity and composition of temperate rocky reef communities, we simulated the repeated loss of giant kelp from destructive winter waves across a background of natural variation in disturbance. By following the response of over 200 taxa from the surrounding community, we discovered that the frequency of disturbance to giant kelp changed the biomass, diversity, and composition of community guilds in a manner commensurate with their dependence on the physical (i.e., benthic light and space), trophic (i.e., living and detrital biomass), and habitat (i.e., biogenic structure) resources mediated by this foundation species. Annual winter disturbance to giant kelp reduced living and detrital giant kelp biomass by 57% and 40%, respectively, enhanced bottom light by 22%, and halved the seafloor area covered by giant kelp holdfasts. Concomitantly, the biomass of understory algae and epilithic sessile invertebrates more than doubled, while the biomass of rock-boring clams, mobile invertebrates, and fishes decreased 30–61%. Frequent loss of giant kelp boosted understory algal richness by 82% and lowered sessile invertebrate richness by 13% but did not affect the biodiversity of mobile fauna. In contrast to changes driven by disturbance frequency, interannual variation in the severity of disturbance to giant kelp had weaker, less consistent effects, causing only modest changes in assemblages of sessile invertebrates, mobile invertebrate herbivores, and fishes. Our results broaden the foundation species concept by demonstrating that repeated disturbance to a dominant habitat-forming species can outweigh the influence of less frequent but severe disturbances for the surrounding community. © 2018 by the Ecological Society of America;2018;2023-07-04 07:34:50;2024-01-29 11:00:07;;2442-2454;;11;99;;Ecology;;;;;;;;English;;;Scopus;;;;;;;"Animals; Ecosystem; species interactions; Kelp; competition; kelp forest; Bivalvia; Invertebrates; biodiversity; rocky shore; habitat; species richness; disturbance; ecosystem; algae; kelp; Macrocystis pyrifera; community structure; field experiment; forest; guild; invertebrate; resources; understory; Macrocystis; marine environment; dominant species; long-term ecological research; wave disturbance; rarity; long-term change; Pisces; animal; sessile species; environmental disturbance; Forests; temperate environment; competition (ecology); Invertebrata; experimental study; community response; PATTERNS; GIANT-KELP; DIVERSITY; GROWTH; NET PRIMARY PRODUCTION; DYNAMICS; COEXISTENCE; INTENSITY; MACROALGAL ASSEMBLAGES; HYPOTHESIS; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WJYHYCAG;journalArticle;2019;"Gemelli, F.; Johnson, C.R.; Wright, J.T.";Gastropod communities associated with different morphologies of the intertidal seaweed Hormosira banksii;Marine and Freshwater Research;;13231650 (ISSN);10.1071/MF18159;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055539516&doi=10.1071%2fMF18159&partnerID=40&md5=be02a5f361054044770fd5b9067ea42c;Hormosira banksii is an important intertidal habitat-forming seaweed in southern Australia that shows large variation in morphology. We examined the relationship between morphological variation in Hormosira and associated gastropod community structure, abundance and diversity in Tasmania, southern Australia. We sampled both Hormosira and gastropods from sites in two habitats (coast and estuary), two times (February-March and October-November) at two regions (northern and eastern Tasmania). There were distinct Hormosira morphs on the north coast (small individuals), east coast (intermediate sized individuals) and in estuaries (large individuals). Multivariate analysis showed that gastropod communities varied among the different algal morphologies, and suggest an influence of morphological traits, specifically thallus length, vesicle number and size, on the distribution patterns of gastropod species. Despite the finding of distinct gastropod communities associated with the different Hormosira morphs, because the different morphs occur in different locations with different physical conditions, we cannot unequivocally attribute the differences in gastropod communities to seaweed morphology per se. Nonetheless, our results confirm that H. banksii is an important foundation species in the intertidal zone and suggest a habitat-specific effect of algal morphological traits on gastropods. © 2019 CSIRO.;2019;2023-07-04 07:34:51;2024-01-24 09:09:48;;280-291;;2;70;;Mar. Freshw. Res.;;;;;;;;English;;;Scopus;;;;;;;"ecosystem engineering; morphology; seaweed; ecosystem engineer; biodiversity; algae; community structure; intertidal community; multivariate analysis; species diversity; Tasmania; Australia; community dynamics; gastropod; Hormosira banksii; relative abundance; Gastropoda; canopy-forming seaweed; Hormosira; WAVE EXPOSURE; DISTURBANCE; BIODIVERSITY; SPATIAL-PATTERNS; HABITAT; STRUCTURAL COMPLEXITY; ASSEMBLAGES; FACILITATION; ALGA; BEMBICIUM-AURATUM; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238247A4;journalArticle;2018;"Liao, Y.; Shou, L.; Tang, Y.; Gao, A.; Chen, Q.; Yan, X.; Chen, J.";Influence of two non-indigenous plants on intertidal macrobenthic communities in Ximen Island Special Marine Protected Area, China;Ecological Engineering;;09258574 (ISSN);10.1016/j.ecoleng.2017.12.023;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039424470&doi=10.1016%2fj.ecoleng.2017.12.023&partnerID=40&md5=506856dcc4b067c19c6d5ca820ef2642;Many coastal habitats are being substantially altered by non-indigenous plants (NIP). In the present study, intertidal macrobenthic communities of three habitats – a non-vegetated tidal flat (TF), a marsh with the smooth cordgrass Spartina alterniflora (SA) and a Kandelia candel mangrove forest (KC) – were examined during periods of ebb tide in February, May, August and November 2015 in Ximen Island Special Marine Protected Area, Zhejiang Province, China. S. alterniflora was introduced from North America in 1979 and invaded Ximen Island spontaneously. K. candel was a direct, artificial introduction in 1957 from Fujian, China. A total of 48 species of macrobenthos were collected from Ximen Island. The average density of macrobenthos in TF, SA and KC was 1365, 1398 and 669 ind./m2, respectively, and the average biomass of macrobenthos in TF, SA and KC was 144.13, 43.00 and 138.70 g/m2, respectively. There were no significant differences among the three habitats on density and biomass of macrobenthos, with the exception of density in spring and biomass in autumn. Diversity indices of macrobenthos did not exhibit significant differences among the three habitats, except for Margalef's richness index (d) in KC. However, Results of one-way analysis of similarity (ANOSIM) revealed significant differences in macrobenthic community structure among the three habitats and four seasons. It was concluded that, although few significant differences were observed in the density, biomass and diversity indices of macrobenthos among habitats, there were significant changes in the macrobenthic communities’ structure after the introduction of S. alterniflora and K. candel. Therefore, when we use plants as ecological engineering materials, we need to take into account all of their potential ecological consequences. © 2017 Elsevier B.V.;2018;2023-07-04 07:34:54;2024-01-24 14:22:23;;96-104;;;112;;Ecol. Eng.;;;;;;;;English;;;Scopus;;;;;;;"Conservation; Biomass; Community structure; Ecology; seagrass; Ecosystems; Spartina alterniflora; species richness; Ecosystem engineer; introduced species; mangrove; community structure; biological invasion; tidal flat; Biological invasion; marsh; Mangrove; biomass; intertidal environment; marine park; species diversity; Macrobenthos; macrobenthos; Kandelia candel; Community structures; Environmental management; population density; Wetlands; ecological engineering; China; Social sciences; Environmental protection; North America; similarity index; Macro benthos; Fujian; Zhejiang; HABITATS; ECOSYSTEM ENGINEERS; SPARTINA-ALTERNIFLORA; BENTHIC MACROFAUNA; CORDGRASS SPARTINA; INVASIONS; MANGROVE FORESTS; SALT MARSHES; SAN-FRANCISCO BAY; YANGTZE-RIVER ESTUARY; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KHSR7GSD;journalArticle;2018;"Donnarumma, L.; Sandulli, R.; Appolloni, L.; Sánchez-Lizaso, J.L.; Russo, G.F.";Assessment of structural and functional diversity of mollusc assemblages within vermetid bioconstructions;Diversity;;14242818 (ISSN);10.3390/d10030096;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053725715&doi=10.3390%2fd10030096&partnerID=40&md5=0dcf5df253448a0d233be45a9ffba983;Dendropoma lebeche is a prosobranch gastropod belonging to the family Vermetidae, which calcifies its shell on hard substrates in dense aggregates, forming biogenic constructions along the western Mediterranean intertidal habitat. It is an important ecosystem engineer and, due to its ecological value, is protected by international convention. The aim of this study is to investigate the mollusc composition and diversity occurring within Spanish vermetid bioconstructions. During the late summer 2013, three distant sites along the Mediterranean coast of Spain were sampled by scraping off the vermetid shells to study their associated assemblages. A total of 600 molluscs were identified within the classes of Polyplacophora (four species), Gastropoda (35 spp.) and Bivalvia (18 spp.). Multivariate analyses revealed significant differences in composition and trophic diversity of mollusc assemblages among the three sites, highlighting a clear geographical gradient. Overall, both herbivores (grazers and deposit feeders) and omnivores were the quantitatively dominant trophic groups, while carnivores (predators and ectoparasites) were very scarce. Our results point out that mollusc assemblages associated with vermetid bioconstructions are rich and diversified, both in populations structure and trophic diversity, confirming the important role of vermetid gastropods as ecosystem engineers and biodiversity enhancers in shallow coastal waters. © 2018 by the authors.;2018;2023-07-04 07:34:57;2024-01-29 10:29:08;;;;3;10;;Diversity;;;;;;;;English;;;Scopus;;;;;;;"Bivalvia; shell; Mollusca; Intertidal; Mediterranean Sea; population structure; intertidal environment; species diversity; trophic structure; gastropod; Spain; Gastropoda; Polyplacophora; snail; assessment method; Dendropoma; Vermetidae; Mediterranean Coast [Spain]; Mollusc diversity; Trophic categories; PATTERNS; MEDITERRANEAN SEA; BIODIVERSITY; REEF; FAUNA; MULTIVARIATE-ANALYSIS; SCALES; SHORES; TRICOLIA; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4EXEUDAZ;journalArticle;2018;"Zwerschke, N.; Hollyman, P.R.; Wild, R.; Strigner, R.; Turner, J.R.; King, J.W.";Limited impact of an invasive oyster on intertidal assemblage structure and biodiversity: the importance of environmental context and functional equivalency with native species;Marine Biology;;00253162 (ISSN);10.1007/s00227-018-3338-7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046004093&doi=10.1007%2fs00227-018-3338-7&partnerID=40&md5=9be9e75f82e13f730a68d0b93abd6ba5;"Impacts of invasive species are context dependent and linked to the ecosystem they occur within. To broaden the understanding of the impact of a globally widespread invasive oyster, Crassostrea (Magallana) gigas, intertidal surveys were carried out at 15 different sites in Europe. The impact of C. gigas on macro- (taxa surrounding oyster > 1 cm) and epifaunal (taxa on oyster < 1 cm) benthic communities and α and β-diversity was assessed and compared to those associated with native ecosystem engineers, including the flat oyster Ostrea edulis. Whilst the effect of C. gigas on benthic community structures was dependent on habitat type, epifaunal communities associated with low densities of O. edulis and C. gigas did not differ and changes in benthic assemblage structure owing to the abundance of C. gigas were therefore attributed to the presence of oyster shells. Macrofaunal α-diversity increased with C. gigas cover in muddy habitats, while epifaunal α-diversity decreased at greater oyster densities. Macrofaunal β-diversity was greatest at low densities of C. gigas; however, it did not differ between samples without and increased densities of oysters. In contrast, epifaunal β-diversity decreased with increasing oyster cover. Different environmental contexts enabled more independent predictions of the effect of C. gigas on native communities. These were found to be low and more importantly not differing from O. edulis. This indicates that, at low densities, C. gigas may be functionally equivalent to the declining native oyster in terms of biodiversity facilitation and aid in re-establishing benthic communities on shores where O. edulis has become extinct. © 2018, The Author(s).";2018;2023-07-04 07:34:57;2024-01-24 13:20:19;;;;5;165;;Mar. Biol.;;;;;;;;English;;;Scopus;;;;;;;"ecosystem engineering; biodiversity; Crassostrea gigas; Ostrea edulis; benthos; community structure; bivalve; invasive species; intertidal environment; community composition; population density; Europe; native species; Ostreidae; MARINE BIODIVERSITY; BIOLOGICAL INVASIONS; OSTREA-EDULIS; WADDEN SEA; L.; PACIFIC OYSTERS; ECOLOGICAL IMPACTS; CRASSOSTREA-GIGAS THUNBERG; DEPENDENT IMPACTS; INTRODUCED OYSTERS; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Y3MD7MCI;journalArticle;2018;"Soler-Hurtado, M.M.; Megina, C.; López-González, P.J.";Structure of gorgonian epifaunal communities in Ecuador (eastern Pacific);Coral Reefs;;07224028 (ISSN);10.1007/s00338-018-1697-7;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047275398&doi=10.1007%2fs00338-018-1697-7&partnerID=40&md5=28c815d20656d313a8ffddd2d50d527c;Coral reefs have high biodiversity and are important as ecosystem engineers, providing microhabitats for a large number of organisms. This study examines the patterns of diversity, abundance and structure of gorgonian epifaunal communities found in Ecuador, a well-recognized marine biodiversity hot spot. Within this area, Leptogorgia manabiensis and L. obscura represent two of the most abundant and widely distributed gorgonian species, each with differing morphological characteristics. Epifaunal communities associated with these host species were analyzed during both the cold (June) and warm (November) seasons over two consecutive years. Both species were shown to be highly effective benthic biodiversity ecosystem engineers, hosting denser communities than other related organisms such as scleractinians, other gorgonians, algae, sponges, hydrocorals and bryozoans, as well as other geographic areas. A complex pattern of biodiversity was observed, with each gorgonian species hosting distinct communities: The fan-shaped L. manabiensis had a less diverse community dominated by echinoderms (mainly ophiuroids), while the bush-shaped L. obscura was dominated by crustaceans (mainly amphipods). Although the morphology of L. obscura allowed for greater living space for associated fauna, this species exhibited a less dense epifaunal community than of L. manabiensis. A seasonal fluctuation in abundance was also observed. Abundance tended to be greater in the cold season (June), likely due to the influence of the cold, nutrient-rich Humboldt Current, than in the warm season (November), when the warm, nutrient-poor Panama Current dominates. Diversity was not affected by seasonal fluctuations and remained constant throughout the year. © 2018, Springer-Verlag GmbH Germany, part of Springer Nature.;2018;2023-07-04 07:34:59;2024-01-24 13:20:22;;723-736;;3;37;;Coral Reefs;;;;;;;;English;;;Scopus;;;;;;;"ecosystem engineering; epifauna; morphology; biodiversity; benthos; Ecosystem engineer; abundance; algae; community structure; Crustacea; Echinodermata; coral; species diversity; coral reef; epibiont; Ophiuroidea; Bryozoa; Scleractinia; amphipod; Amphipoda; Octocoral; Anthozoa; Epibionts; Ecuador; Pacific Ocean; Gorgonacea; Gorgonia; Stylasteridae; Pacific Ocean (East); EL-NINO; CORAL-REEFS; GREAT-BARRIER-REEF; SPATIAL-PATTERNS; SPECIES RICHNESS; CNIDARIA; SHALLOW-WATER; Humboldt Current; HUMBOLDT CURRENT SYSTEM; HYDROID ASSEMBLAGES; Leptogorgia; OCTOCORALLIA GORGONIIDAE; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
JNX7KS7B;journalArticle;2018;"O'Brien, B.S.; Mello, K.; Litterer, A.; Dijkstra, J.A.";Seaweed structure shapes trophic interactions: A case study using a mid-trophic level fish species;Journal of Experimental Marine Biology and Ecology;;00220981 (ISSN);10.1016/j.jembe.2018.05.003;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047078930&doi=10.1016%2fj.jembe.2018.05.003&partnerID=40&md5=fe620cb094a50379b7be47ba37e33a5f;Biogenic habitat structure, such as that created by foundation macrophytes, shapes the interactions of higher trophic level organisms by creating three-dimensional refuge spaces. In recent decades, many kelp habitats have transformed into turf-dominated communities. This represents a fundamental change in the overall habitat structure in these communities, with an unknown impact on upper trophic level organisms. We investigated how macroalgae morphology affects a common residential mid-trophic level wrasse, Tautogolabrus adspersus (cunner), which utilizes macroalgae for both refuge and foraging. Three studies were conducted: in situ behavioral video observations, a refuge choice experiment, and a foraging efficiency experiment. Video observations revealed that in kelp-dominated and mixed habitat types cunner use macroalgae more often for refuge than for foraging, but in turf-dominated habitats refuge and foraging events were equal. In these habitats, refuge-seeking was more often associated with a tall, morphologically simple kelp. The refuge choice experiment supported our video observations with cunner preferentially seeking refuge beneath taller but less morphologically complex algae instead of shorter filamentous forms. In predation trials, macroalgae complexity did not significantly affect the number of prey the fish captured. Our results provide evidence that the refuge-seeking behavior of this residential mid-trophic level fish may be impacted by the ongoing shifts in macroalgae dominance in the Gulf of Maine. Loss of its preferred refuge (tall, canopy-forming kelps) may force it to use the less-preferred introduced turf algae instead. However, whether turf provides sufficient protection for this species remains unclear. With the ongoing loss of kelp in temperate coastal ecosystems worldwide, it is important to understand the potential indirect effects that changes in habitat structure will have on the trophic interactions of upper level organisms. © 2018 Elsevier B.V.;2018;2023-07-04 07:35:01;2024-01-24 14:13:29;;1-8;;;506;;J. Exp. Mar. Biol. Ecol.;;;;;;;;English;;;Scopus;;;;;;;"Kelp; habitat structure; morphology; seaweed; Foundation species; Functional traits; Laminariales; algae; Morphology; community structure; Habitat structure; Turf algae; dominance; macrophyte; refuge; trophic level; functional role; experimental study; Tautogolabrus adspersus; tritrophic interaction; HABITAT STRUCTURE; DENSITY; ECOSYSTEM; TRAITS; SEAGRASS; GULF; PREDATOR; FORAGING SUCCESS; TRANSFORM; COMMUNITY ECOLOGY; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMFQ2TFI;journalArticle;2018;"Miller, R.J.; Lafferty, K.D.; Lamy, T.; Kui, L.; Rassweiler, A.; Reed, D.C.";Giant kelp, Macrocystis pyrifera, increases faunal diversity through physical engineering;Proceedings of the Royal Society B: Biological Sciences;;09628452 (ISSN);10.1098/rspb.2017.2571;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044061047&doi=10.1098%2frspb.2017.2571&partnerID=40&md5=eddd67e3429ee47cab569983ab42f801;"Foundation species define the ecosystems they live in, but ecologists have often characterized dominant plants as foundational without supporting evidence. Giant kelp has long been considered a marine foundation species due to its complex structure and high productivity; however, there is little quantitative evidence to evaluate this. Here, we apply structural equation modelling to a 15-year time series of reef community data to evaluate how giant kelp affects the reef community. Although species richness was positively associated with giant kelp biomass, most direct paths did not involve giant kelp. Instead, the foundational qualities of giant kelp were driven mostly by indirect effects attributed to its dominant physical structure and associated engineering influence on the ecosystem, rather than by its use as food by invertebrates and fishes. Giant kelp structure has indirect effects because it shades out understorey algae that compete with sessile invertebrates. When released from competition, sessile species in turn increase the diversity of mobile predators. Sea urchin grazing effects could have been misinterpreted as kelp effects, because sea urchins can overgraze giant kelp, understorey algae and sessile invertebrates alike. Our results confirm the high diversity and biomass associated with kelp forests, but highlight how species interactions and habitat attributes can be misconstrued as direct consequences of a foundation species like giant kelp. © 2018 The Author(s) Published by the Royal Society.";2018;2023-07-04 07:35:02;2024-01-24 14:20:12;;;;1874;285;;Proc. R. Soc. B Biol. Sci.;;;;;;;;English;;;Scopus;;;;;;;"Biodiversity; Animals; Ecosystem; Food Chain; facilitation; competition; ecosystem engineering; foundation species; kelp forest; subtidal; Invertebrates; Foundation species; biodiversity; species richness; ecosystem; Ecosystem engineering; fish; Facilitation; physiology; algae; Macrocystis pyrifera; fauna; reef; Competition; biomass; invertebrate; alga; understory; Kelp forest; marine ecosystem; Macrocystis; Subtidal; Pisces; Fishes; Echinoidea; animal; sessile species; food chain; subtidal environment; competition (ecology); Invertebrata; FOREST; ABUNDANCE; CALIFORNIA; COMMUNITY STRUCTURE; CONSEQUENCES; ECOSYSTEM FUNCTION; FISH ASSEMBLAGES; ORGANIC ENRICHMENT; REEF FISHES; SPATIAL-PATTERNS; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7N23A82A;journalArticle;2018;"Teagle, H.; Smale, D.A.";Climate-driven substitution of habitat-forming species leads to reduced biodiversity within a temperate marine community;Diversity and Distributions;;13669516 (ISSN);10.1111/ddi.12775;https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047828329&doi=10.1111%2fddi.12775&partnerID=40&md5=088feadfb9adfd5714e281424ce0f75c;Aim: In marine ecosystems, habitat-forming species (HFS) such as reef-building corals and canopy-forming macroalgae alter local environmental conditions and can promote biodiversity by providing biogenic living space for a vast array of associated organisms. We examined community-level impacts of observed climate-driven shifts in the relative abundances of two superficially similar HFS, the warm-water kelp Laminaria ochroleuca and the cool-water kelp Laminaria hyperborea. Location: Western English Channel, north-east Atlantic. Methods: We compared algal and invertebrate assemblages associated with kelp stipes and holdfasts, across multiple sites and sampling events. Significant differences were recorded in the structure of assemblages between the host kelp species at each site and event. Results: Assemblages associated with stipes of the cool-water HFS were, on average, >12 times more diverse and supported >3600 times more biomass compared with the warm-water HFS. Holdfast assemblages also differed significantly between species, although to a lesser extent than those associated with stipes. Overall, assemblages associated with the warm-water HFS were markedly impoverished and comprised far fewer rare or unique taxa. Main conclusions: While previous research has shown how climate-driven loss of HFS can cause biodiversity loss, our study demonstrates that climate-driven substitutions of HFS can also lead to impoverished assemblages. The indirect effects of climate change remain poorly resolved, but shifts in the distributions and abundances of HFS may invoke widespread ecological change, especially in marine ecosystems where facilitative interactions are particularly strong. © 2018 The Authors. Diversity and Distributions Published by John Wiley & Sons Ltd.;2018;2023-07-04 07:35:03;2024-01-24 13:20:21;;1367-1380;;10;24;;Diversity Distrib.;;;;;;;;English;;;Scopus;;;;;;;"ecosystem engineers; facilitation; foundation species; climate change; benthic communities; ocean warming; algae; range shifts; kelp forests; Anthozoa; Invertebrata; RANGE SHIFTS; SEAWEEDS; LESSONIA-NIGRESCENS; SETTLEMENT; ECOSYSTEM; FACILITATION; FAUNA; OCHROLEUCA; GUNN FOSL; KELP LAMINARIA-HYPERBOREA; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
